0, 1, 2, 3, 4, 5, 6, 7, 8, 9, feasibility
0.0668656, 0.344182, 0.371966, -0.412526, -0.572662, 0.459189, 0.436324, 0.395764, 0.146003, 0.558584, no
0.0488327, 0.362274, 0.379833, -0.410874, -0.573281, 0.447558, 0.433775, 0.397416, 0.128491, 0.562871, no
-7.1342e-09, 0.412615, 0.405682, -0.396098, -0.57735, 0.403834, 0.391982, 0.402593, 0.107088, 0.55517, no
1.85133e-07, 0.407563, 0.426335, -0.384452, -0.57735, 0.400728, 0.354424, 0.42646, 0.136951, 0.560872, no
2.39888e-09, 0.404013, 0.430301, -0.403191, -0.57735, 0.404278, 0.379834, 0.4051, 0.112592, 0.566265, no
0.0610672, 0.375433, 0.398814, -0.403304, -0.574112, 0.438615, 0.416642, 0.411251, 0.144624, 0.552945, no
0.0325696, 0.379498, 0.381518, -0.411499, -0.576431, 0.434144, 0.432466, 0.402979, 0.114987, 0.564783, no
-4.1261e-09, 0.409341, 0.41688, -0.404251, -0.57735, 0.405274, 0.397392, 0.412206, 0.104344, 0.567843, no
0.00945928, 0.399917, 0.400233, -0.409176, -0.576956, 0.416174, 0.415165, 0.406793, 0.103228, 0.567638, yes
-2.267e-10, 0.409654, 0.416078, -0.404252, -0.57735, 0.406103, 0.398231, 0.412206, 0.10365, 0.56797, no
0.01377, 0.395893, 0.397959, -0.409791, -0.576777, 0.419838, 0.417862, 0.40603, 0.105617, 0.567544, yes
0.000329411, 0.406655, 0.412206, -0.407947, -0.577337, 0.408966, 0.404251, 0.407874, 0.099803, 0.568659, no
0.030625, 0.385988, 0.396342, -0.40465, -0.576074, 0.429356, 0.41881, 0.409938, 0.131794, 0.562107, no
0.0139878, 0.396111, 0.397745, -0.409151, -0.576767, 0.419649, 0.417471, 0.406814, 0.107537, 0.567247, no
0.0123349, 0.397531, 0.396328, -0.410034, -0.576924, 0.418629, 0.419441, 0.406387, 0.10344, 0.567327, yes
7.57767e-09, 0.410125, 0.401982, -0.408122, -0.57735, 0.401599, 0.41442, 0.406617, 0.0820599, 0.571489, no
0.0222941, 0.388493, 0.388956, -0.410894, -0.576431, 0.426386, 0.425861, 0.405025, 0.109546, 0.566297, yes
0.0157816, 0.393694, 0.379067, -0.412996, -0.576945, 0.420539, 0.434618, 0.402433, 0.0950459, 0.557721, no
0.105818, 0.305733, 0.283905, -0.423112, -0.563217, 0.478973, 0.49192, 0.38583, 0.14381, 0.536737, no
-6.0288e-10, 0.46188, 0.424912, -0.38475, -0.57735, 0.34641, 0.378174, 0.42006, 0.151825, 0.548727, no
0.160497, 0.267803, 0.38039, -0.339076, -0.416853, 0.464321, 0.38941, 0.430725, 0.411255, 0.33219, no
0.263573, 0.186873, 0.45202, -0.34641, -0.470666, 0.515059, 0.317781, 0.46188, 0.381528, 0.433324, no
0.28951, 0.105386, 0.298973, -0.387158, -0.43176, 0.542222, 0.470828, 0.382642, 0.330395, 0.473469, no
0.152728, 0.265504, 0.478181, -0.34641, -0.50805, 0.495846, 0.29162, 0.46188, 0.320373, 0.477838, no
0.128011, 0.293935, 0.349208, -0.403156, -0.561457, 0.479372, 0.442987, 0.4131, 0.201219, 0.541151, no
0.144079, 0.274981, 0.290355, -0.418389, -0.557343, 0.506155, 0.499026, 0.390662, 0.178558, 0.548426, no
0.143336, 0.275192, 0.288596, -0.418942, -0.55716, 0.505763, 0.499703, 0.393317, 0.177365, 0.549431, no
0.144316, 0.276198, 0.288711, -0.416157, -0.559022, 0.505389, 0.498249, 0.392208, 0.177829, 0.54924, no
0.22653, 0.161658, 0.271694, -0.429615, -0.512198, 0.554256, 0.509427, 0.378675, 0.255617, 0.51768, no
0.16621, 0.233664, 0.283905, -0.423112, -0.546528, 0.504273, 0.499656, 0.391916, 0.200964, 0.536559, no
0.11466, 0.299338, 0.343043, -0.403834, -0.55824, 0.491825, 0.448271, 0.412615, 0.196427, 0.542909, no
0.138039, 0.281012, 0.290355, -0.418684, -0.558797, 0.503176, 0.499026, 0.391738, 0.173248, 0.549708, no
0.142418, 0.275585, 0.289119, -0.419326, -0.557005, 0.505157, 0.49922, 0.392968, 0.176583, 0.549683, no
0.133917, 0.28557, 0.290355, -0.418766, -0.559688, 0.501229, 0.499026, 0.392118, 0.169127, 0.550403, no
0.131135, 0.288657, 0.294494, -0.418539, -0.560746, 0.499636, 0.494259, 0.396653, 0.171353, 0.551336, no
0.131993, 0.28795, 0.289365, -0.420581, -0.561331, 0.499952, 0.499334, 0.395079, 0.167488, 0.552172, yes
0.0766394, 0.290038, 0.351873, -0.41262, -0.572241, 0.499211, 0.453504, 0.40329, 0.179501, 0.514811, no
0.134494, 0.280327, 0.283905, -0.423112, -0.557789, 0.49994, 0.500119, 0.392268, 0.168518, 0.54517, no
0.125373, 0.297994, 0.349878, -0.403834, -0.562776, 0.478019, 0.446172, 0.412615, 0.195512, 0.543239, no
0.137131, 0.256515, 0.352995, -0.414638, -0.556897, 0.491845, 0.442431, 0.393652, 0.214676, 0.535955, no
0.103968, 0.297651, 0.366906, -0.400362, -0.560022, 0.478133, 0.425738, 0.415095, 0.202362, 0.540724, no
0.11432, 0.29033, 0.350698, -0.415407, -0.558297, 0.494399, 0.445188, 0.392883, 0.186463, 0.546411, no
0.100227, 0.2756, 0.367307, -0.415904, -0.54598, 0.487045, 0.445442, 0.400446, 0.195856, 0.542457, no
0.0559622, 0.349981, 0.545195, -0.298909, -0.521388, 0.341054, 0.0964645, 0.477714, 0.309995, 0.487069, no
0.222058, 0.249279, 0.46188, -0.341658, -0.532939, 0.520522, 0.34641, 0.428143, 0.317614, 0.482135, no
0.0225848, 0.363211, 0.480901, -0.388524, -0.566058, 0.430984, 0.289347, 0.381277, 0.179611, 0.548701, no
0.0070125, 0.394603, 0.480006, -0.368599, -0.573844, 0.392502, 0.292031, 0.414522, 0.173308, 0.550725, no
7.50225e-08, 0.389922, 0.493916, -0.391963, -0.57735, 0.398119, 0.298963, 0.41153, 0.151634, 0.557082, no
-3.74158e-10, 0.46188, 0.508562, -0.364569, -0.57735, 0.34641, 0.257994, 0.433851, 0.175378, 0.50774, no
0.140876, 0.271669, 0.533087, -0.307281, -0.436474, 0.441516, 0.132791, 0.474923, 0.384024, 0.431114, no
0.384232, 0.0675196, 0.46267, -0.34724, -0.386237, 0.554844, 0.34404, 0.422561, 0.42668, 0.388945, no
0.0924611, 0.248219, 0.482665, -0.388081, -0.51571, 0.494611, 0.284056, 0.38172, 0.282243, 0.503659, no
0.30601, 0.113786, 0.297988, -0.34641, -0.447798, 0.493071, 0.428356, 0.46188, 0.373848, 0.402541, no
0.46188, 6.86388e-14, 0.158209, -0.371384, -0.34641, 0.57735, 0.51904, 0.427485, 0.395365, 0.400107, no
0.248817, 0.248817, 0.204387, -0.379098, -0.520983, 0.520983, 0.528973, 0.425242, 0.31386, 0.454621, no
0.358357, 0.0549473, 0.142681, -0.398108, -0.435997, 0.559035, 0.554122, 0.389931, 0.325142, 0.477091, no
0.350514, 0.0380678, 0.135612, -0.42081, -0.445409, 0.564661, 0.557657, 0.377628, 0.317301, 0.482341, no
0.285117, 0.13784, 0.175484, -0.388676, -0.49951, 0.557343, 0.539518, 0.386239, 0.288718, 0.498633, no
0.273228, 0.15763, 0.214474, -0.403834, -0.508112, 0.551079, 0.518226, 0.412615, 0.272525, 0.508983, no
0.307403, 0.0947515, 0.144473, -0.417728, -0.478819, 0.561558, 0.556673, 0.390562, 0.288365, 0.500179, no
0.305148, 0.0927046, 0.15753, -0.423757, -0.480752, 0.5619, 0.54981, 0.388248, 0.284225, 0.502543, no
0.349325, 0.0535138, 0.00136401, -0.403608, -0.436449, 0.565611, 0.577123, 0.412837, 0.301309, 0.451103, no
0.412615, -6.17415e-09, 0.0114782, -0.404859, -0.403834, 0.57735, 0.576729, 0.40761, 0.33739, 0.466782, no
0.34641, 0.122528, 0.103613, -0.399043, -0.46188, 0.564199, 0.566196, 0.415987, 0.320019, 0.453762, no
0.376048, 0.037237, 0.0644024, -0.409373, -0.437939, 0.571144, 0.573278, 0.398917, 0.31478, 0.48399, no
0.375433, 0.0610672, 0.0445625, -0.403164, -0.438615, 0.574112, 0.575242, 0.412414, 0.315698, 0.465363, no
0.379498, 0.0325694, 0.0246801, -0.410508, -0.434144, 0.576431, 0.575877, 0.40445, 0.312447, 0.479073, no
0.375433, 0.0377134, 0.0398265, -0.414113, -0.438615, 0.575779, 0.575758, 0.399426, 0.305594, 0.489843, no
0.409526, -1.76558e-08, 0.00319771, -0.402899, -0.401113, 0.57735, 0.577084, 0.41064, 0.34641, 0.46188, no
0.380437, 0.0308764, 0.0357347, -0.411908, -0.433111, 0.576064, 0.57589, 0.402996, 0.316367, 0.482955, no
0.379102, 0.0321568, 0.0376571, -0.413092, -0.434579, 0.576011, 0.576118, 0.402333, 0.314547, 0.484142, no
0.40311, 0.00703633, 1.12308e-09, -0.404251, -0.412979, 0.577268, 0.57735, 0.412206, 0.332863, 0.471374, no
0.399917, 0.00945917, 0.00997519, -0.409281, -0.416174, 0.576956, 0.576943, 0.406696, 0.327972, 0.474835, yes
0.402478, 0.00814, 9.33043e-09, -0.404251, -0.413741, 0.577244, 0.57735, 0.412206, 0.331999, 0.471983, no
0.395549, 0.014314, 0.0155201, -0.409651, -0.420152, 0.576754, 0.576704, 0.40617, 0.326077, 0.476351, yes
0.384187, 0.0272696, 0.0270877, -0.411443, -0.42996, 0.576215, 0.576222, 0.404456, 0.317769, 0.481518, yes
0.379064, 0.0322174, 0.0377873, -0.412988, -0.434621, 0.576008, 0.576112, 0.402442, 0.314746, 0.484012, no
0.409582, 4.73295e-08, 3.70858e-08, -0.400478, -0.401051, 0.57735, 0.57735, 0.413061, 0.344808, 0.452255, no
0.428203, -6.99108e-08, 0.0292016, -0.372053, -0.380569, 0.57735, 0.574917, 0.441486, 0.46188, 0.34641, no
0.288263, 0.134821, 0.143307, -0.4086, -0.495225, 0.558052, 0.553466, 0.399691, 0.283334, 0.503046, no
0.352499, 0.0646382, 0.0684821, -0.414203, -0.45725, 0.57322, 0.57281, 0.399015, 0.296724, 0.494694, no
0.338306, 0.0777058, 0.0804752, -0.416758, -0.466465, 0.571657, 0.571007, 0.39912, 0.290355, 0.499026, no
0.342659, 0.0737898, 0.0732491, -0.416524, -0.464282, 0.572228, 0.572323, 0.399578, 0.290644, 0.498059, yes
0.333093, 0.0882067, 0.0685064, -0.404251, -0.47151, 0.570322, 0.573271, 0.412206, 0.300248, 0.491904, no
0.32955, 0.0864446, 0.0971144, -0.417461, -0.473745, 0.569684, 0.569124, 0.39836, 0.287609, 0.500614, no
0.336621, 0.0799785, 0.0823021, -0.416799, -0.468769, 0.570977, 0.57085, 0.399022, 0.288638, 0.500021, no
0.328891, 0.0885561, 0.0939762, -0.415501, -0.474515, 0.568684, 0.567522, 0.399559, 0.287686, 0.50057, no
0.329877, 0.083605, 0.0932275, -0.41821, -0.471106, 0.569745, 0.568435, 0.396971, 0.28867, 0.500003, no
0.301025, 0.115885, 0.13678, -0.409968, -0.492137, 0.560407, 0.555183, 0.398323, 0.28536, 0.5019, no
0.360027, 0.0526988, 0.0714838, -0.410586, -0.449119, 0.572959, 0.571507, 0.397704, 0.304706, 0.490395, no
0.344801, 0.0711749, 0.0731838, -0.416281, -0.462526, 0.572605, 0.572336, 0.399353, 0.292708, 0.497485, yes
0.342439, 0.0740851, 0.0743289, -0.416343, -0.464832, 0.572059, 0.572104, 0.399269, 0.290361, 0.498041, no
0.3415, 0.0725792, 0.0793727, -0.417191, -0.463059, 0.572166, 0.571489, 0.398038, 0.292597, 0.497715, no
0.352499, 0.0646382, 0.0617809, -0.413543, -0.457251, 0.573219, 0.573234, 0.399074, 0.295724, 0.492812, no
0.341782, 0.0744463, 0.0743404, -0.415681, -0.463332, 0.571825, 0.57194, 0.397631, 0.290355, 0.499026, no
0.343357, 0.0730947, 0.0712468, -0.416143, -0.463624, 0.57243, 0.5726, 0.39978, 0.291021, 0.497465, yes
0.341189, 0.0756097, 0.073645, -0.415025, -0.46575, 0.57146, 0.57209, 0.399866, 0.290111, 0.498305, no
0.353651, 0.0621088, 0.0652378, -0.415705, -0.45636, 0.572175, 0.573653, 0.397834, 0.293339, 0.497278, no
0.3911, 0.0162047, 0.0307718, -0.4022, -0.424705, 0.576, 0.574786, 0.411339, 0.34641, 0.46188, no
0.381476, 0.0305102, 0.0334353, -0.410981, -0.432266, 0.576544, 0.576178, 0.403883, 0.318393, 0.481621, no
0.37171, 0.0412279, 0.0410456, -0.413118, -0.440787, 0.575426, 0.575227, 0.402874, 0.30994, 0.486544, yes
0.381393, 0.0305656, 0.0329396, -0.410674, -0.432332, 0.576537, 0.575978, 0.404176, 0.318727, 0.481401, no
0.375964, 0.03687, 0.035301, -0.412328, -0.437455, 0.575758, 0.575879, 0.403571, 0.312342, 0.484934, yes
0.35947, 0.0521226, 0.0613462, -0.415689, -0.449561, 0.573842, 0.573571, 0.399613, 0.304199, 0.49071, no
0.377145, 0.0348596, 0.0305099, -0.404251, -0.43685, 0.576225, 0.576544, 0.412206, 0.320009, 0.480115, no
0.377072, 0.0347752, 0.0373915, -0.412867, -0.436307, 0.575901, 0.575922, 0.402954, 0.31341, 0.48477, yes
0.37156, 0.0398911, 0.0454188, -0.414047, -0.440058, 0.575688, 0.575517, 0.401332, 0.310928, 0.486474, no
0.382388, 0.0287842, 0.032397, -0.40986, -0.43155, 0.576151, 0.576, 0.403679, 0.319917, 0.48061, no
0.380215, 0.0319192, 0.0318817, -0.412085, -0.434119, 0.57602, 0.57615, 0.403687, 0.314832, 0.483394, yes
0.344437, 0.0714109, 0.0735246, -0.415617, -0.46203, 0.572206, 0.57209, 0.396627, 0.290355, 0.499026, no
0.369147, 0.035878, 0.0538895, -0.402058, -0.443919, 0.574788, 0.573501, 0.411481, 0.34641, 0.46188, no
0.364936, 0.0461176, 0.0559754, -0.41059, -0.447387, 0.574056, 0.57393, 0.404256, 0.317807, 0.482008, no
0.358871, 0.0559604, 0.0552196, -0.414501, -0.451754, 0.574298, 0.574011, 0.401436, 0.301455, 0.491789, yes
0.364936, 0.047807, 0.0535512, -0.412206, -0.447387, 0.573936, 0.57419, 0.40271, 0.310943, 0.486262, no
0.364936, 0.0475371, 0.0411868, -0.414812, -0.447387, 0.57539, 0.575879, 0.401299, 0.30403, 0.488999, no
0.345917, 0.0698937, 0.0716607, -0.41635, -0.46154, 0.572658, 0.572886, 0.398919, 0.292976, 0.497187, no
0.342439, 0.0740849, 0.0735964, -0.416315, -0.464832, 0.572058, 0.572341, 0.399076, 0.290406, 0.498695, no
0.378374, 0.0188957, 0.037342, -0.400825, -0.417987, 0.571052, 0.571127, 0.407466, 0.348058, 0.448356, no
0.437578, 6.115e-08, 0.0331855, -0.352034, -0.36724, 0.57735, 0.571819, 0.456256, 0.46188, 0.34641, no
0.301497, 0.0899669, 0.152472, -0.423708, -0.474339, 0.550747, 0.552801, 0.391114, 0.291249, 0.496747, no
0.248817, 0.34641, 0.210819, -0.375271, -0.520983, 0.46188, 0.530678, 0.430994, 0.368928, 0.396898, no
0.251538, 0.156591, 0.0516644, -0.34641, -0.510867, 0.478046, 0.560129, 0.46188, 0.323802, 0.41988, no
0.145061, 0.276211, 0.268894, -0.369702, -0.528997, 0.488976, 0.487719, 0.4016, 0.273982, 0.500133, no
0.272304, 0.140099, 0.0806814, -0.399007, -0.489427, 0.55887, 0.550457, 0.415599, 0.284899, 0.470717, no
0.248308, 0.159309, 0.209423, -0.408277, -0.506405, 0.545808, 0.520751, 0.400013, 0.28739, 0.50074, no
